epoch,gen_loss,disc_loss,inception,mode
0,4731.60986328125,746.2398071289062,1.464688777923584,1.464688777923584
1,3992.822998046875,587.2337036132812,1.9235466718673706,1.9235466718673706
2,4168.154296875,508.0749816894531,2.136115550994873,2.136115074157715
3,3805.235107421875,478.4314270019531,2.4953675270080566,2.4953670501708984
4,3787.8505859375,446.8457946777344,2.505735158920288,2.505735158920288
5,3508.768798828125,474.0528564453125,2.660465955734253,2.660465955734253
6,3362.89111328125,481.6753234863281,2.978015422821045,2.978015661239624
7,3537.6044921875,446.9933776855469,2.818355083465576,2.8183555603027344
8,3640.429931640625,424.91876220703125,3.1518514156341553,3.1518516540527344
9,3548.745361328125,386.0716857910156,3.0881669521331787,3.0881669521331787
10,3762.104736328125,376.0444030761719,2.9860012531280518,2.9860007762908936
11,3751.45849609375,360.601318359375,3.1402294635772705,3.1402292251586914
12,3639.00439453125,389.2381896972656,3.2946295738220215,3.2946298122406006
13,3565.035888671875,354.1092224121094,3.498227596282959,3.498227834701538
14,3573.5576171875,355.5538330078125,3.4698526859283447,3.4698522090911865
15,3782.908447265625,332.47125244140625,3.2432644367218018,3.2432639598846436
16,3794.74609375,295.9989929199219,3.520193338394165,3.520193338394165
17,3871.233154296875,333.21136474609375,3.586639165878296,3.586639642715454
18,3816.4892578125,307.5597839355469,3.6724960803985596,3.6724960803985596
19,3804.689453125,320.9697265625,3.4487767219543457,3.448777198791504
20,3905.32275390625,297.5746765136719,3.7625668048858643,3.7625668048858643
21,4012.81689453125,294.3847961425781,3.772618055343628,3.772618055343628
22,3875.01025390625,273.6302490234375,3.533917188644409,3.533916473388672
23,4088.091796875,278.0940246582031,3.666735887527466,3.666734457015991
24,3935.6279296875,262.1046447753906,3.8062360286712646,3.8062360286712646
25,4079.90087890625,263.2627868652344,3.5194859504699707,3.51948618888855
26,4180.7978515625,255.29409790039062,3.8868627548217773,3.8868632316589355
27,4128.31396484375,243.7241973876953,3.7279446125030518,3.7279436588287354
28,4290.13720703125,256.09088134765625,3.9660892486572266,3.9660892486572266
29,4215.259765625,253.02056884765625,3.820316791534424,3.820316791534424
30,4230.609375,234.3719482421875,3.739616632461548,3.739616870880127
31,4310.455078125,263.52008056640625,4.02162504196167,4.02162504196167
32,4309.806640625,227.941162109375,3.910243511199951,3.9102439880371094
33,4244.62158203125,239.3386993408203,3.7983832359313965,3.7983834743499756
34,4423.8232421875,199.00311279296875,4.027731895446777,4.027731895446777
35,4392.82177734375,230.98948669433594,3.8498895168304443,3.8498895168304443
36,4488.1943359375,209.2846221923828,3.9426419734954834,3.9426426887512207
37,4396.59521484375,219.58416748046875,3.9425439834594727,3.9425439834594727
38,4448.54833984375,240.31655883789062,4.096383094787598,4.096383571624756
39,4364.583984375,212.09158325195312,3.8519046306610107,3.8519041538238525
40,4595.18505859375,202.73072814941406,4.004050254821777,4.004050254821777
41,4537.16357421875,194.13497924804688,3.9580886363983154,3.9580881595611572
42,4542.5615234375,217.89892578125,4.144542217254639,4.144542694091797
43,4616.15966796875,194.4891357421875,4.167337894439697,4.167337417602539
44,4572.82763671875,207.14686584472656,4.28695011138916,4.28695011138916
45,4623.02294921875,192.19664001464844,4.1973958015441895,4.1973958015441895
46,4697.00732421875,190.8643798828125,4.088427543640137,4.088427543640137
47,4777.91064453125,204.63539123535156,4.125041961669922,4.125041961669922
48,4719.6962890625,172.4808349609375,4.239349365234375,4.239349365234375
49,4643.09521484375,223.54232788085938,4.121273040771484,4.121273040771484
50,4749.646484375,129.9320831298828,4.131298542022705,4.131298542022705
51,4821.0205078125,230.75083923339844,4.33261775970459,4.332618236541748
52,4711.7451171875,158.75254821777344,4.3721160888671875,4.3721160888671875
53,4814.67138671875,178.86856079101562,4.305211544036865,4.305211544036865
54,4777.4892578125,203.40774536132812,4.317192077636719,4.317192077636719
55,4832.02587890625,153.2339630126953,4.422815322875977,4.422814846038818
56,4848.134765625,190.21078491210938,4.304550647735596,4.304550647735596
