epoch,gen_loss,disc_loss,inception,mode
0,2347.68994140625,216.21438598632812,1.0001837015151978,0.9995154738426208
1,6090.60546875,13.272278785705566,1.0007323026657104,1.0012751817703247
2,7178.90234375,11.161637306213379,1.0046347379684448,1.002518892288208
3,7741.7041015625,19.015453338623047,1.0018677711486816,1.0044314861297607
4,8762.9521484375,23.852582931518555,1.0044127702713013,0.9994198083877563
5,7746.6953125,21.774377822875977,1.0015865564346313,1.0059798955917358
6,8039.130859375,21.203702926635742,1.0019166469573975,0.999692976474762
7,8511.982421875,25.76331329345703,1.002279281616211,0.9972443580627441
8,7965.6494140625,21.241416931152344,1.0000602006912231,1.0000784397125244
9,7113.458984375,32.51171875,1.0032951831817627,1.0030171871185303
10,7165.302734375,24.173908233642578,1.0016584396362305,1.0064845085144043
11,7066.0517578125,21.427221298217773,1.0001851320266724,0.9999394416809082
12,7283.41259765625,23.654155731201172,1.0007843971252441,0.9974240660667419
13,7625.53125,23.375688552856445,1.0024640560150146,1.0001235008239746
14,6803.7568359375,18.65728187561035,1.0014270544052124,1.0030884742736816
15,6981.9091796875,22.401241302490234,1.0004298686981201,0.9994353652000427
16,6949.79443359375,18.513490676879883,1.0004440546035767,0.99945467710495
17,7160.57080078125,20.04410171508789,1.0011560916900635,1.0008200407028198
18,7259.87109375,18.676956176757812,1.0006515979766846,0.9988181591033936
19,6995.95068359375,25.646394729614258,1.0056217908859253,0.995040774345398
20,5974.6884765625,28.441226959228516,1.0001990795135498,1.0004469156265259
21,6179.1708984375,23.915630340576172,1.007225513458252,1.002440094947815
22,6739.064453125,24.964494705200195,1.0476467609405518,1.0438791513442993
23,6360.54736328125,25.753263473510742,1.001806616783142,0.9984855055809021
24,6204.23876953125,21.695579528808594,1.0453773736953735,1.0410045385360718
25,6354.9912109375,27.63667106628418,1.003886103630066,1.005008339881897
26,6277.2412109375,25.387706756591797,1.0054043531417847,1.0019516944885254
27,5917.18505859375,25.167448043823242,1.0101573467254639,1.0044236183166504
28,5544.70361328125,32.73231887817383,1.0384153127670288,1.043028473854065
29,5719.0576171875,28.248430252075195,1.0016640424728394,1.004550576210022
30,5514.759765625,33.42366027832031,1.051416277885437,1.0649399757385254
31,5419.951171875,30.460445404052734,1.0039507150650024,1.003544807434082
