epoch,gen_loss,disc_loss,inception,mode
0,33075.7265625,1686.6494140625,1.3520281314849854,1.3520281314849854
1,25257.978515625,849.137939453125,1.1192466020584106,1.1192469596862793
2,17788.7265625,1457.7291259765625,1.381096363067627,1.3810964822769165
3,22289.77734375,942.0831298828125,1.636915683746338,1.6369154453277588
4,22337.736328125,920.7459106445312,1.3814384937286377,1.3814383745193481
5,21714.4375,914.658447265625,2.4435782432556152,2.4435782432556152
6,25664.3203125,788.031982421875,1.839846134185791,1.8398460149765015
7,20010.328125,880.0994262695312,2.303527593612671,2.303528308868408
8,27409.634765625,528.672607421875,2.179837465286255,2.179837465286255
9,27227.099609375,659.278076171875,2.6038248538970947,2.603825092315674
10,24668.07421875,3417.61328125,1.5759286880493164,1.575929045677185
11,23285.16015625,819.4915161132812,1.894264817237854,1.894264578819275
12,27915.00390625,546.704833984375,2.558398962020874,2.558399200439453
13,24856.048828125,452.49639892578125,1.9131251573562622,1.9131247997283936
14,26627.099609375,580.0654907226562,2.059370756149292,2.059370517730713
15,29243.525390625,448.4122009277344,1.9626166820526123,1.9626166820526123
16,27161.67578125,347.2505187988281,2.0677220821380615,2.0677223205566406
17,25400.435546875,550.1189575195312,2.060218334197998,2.0602192878723145
18,22835.853515625,679.7882690429688,2.5720303058624268,2.5720303058624268
19,29512.728515625,334.5618591308594,2.374257802963257,2.374258279800415
20,30047.03125,422.9481201171875,2.281839609146118,2.281839370727539
21,31634.544921875,478.3695068359375,2.3175501823425293,2.3175504207611084
22,26030.208984375,434.35113525390625,2.4800188541412354,2.4800190925598145
23,32812.01953125,341.75579833984375,2.014070749282837,2.0140702724456787
24,34077.78125,360.6618347167969,2.439157724380493,2.439157724380493
25,32380.91796875,451.79656982421875,2.2253825664520264,2.2253823280334473
26,27712.490234375,284.8863525390625,2.298261880874634,2.298262119293213
27,31779.255859375,445.5551452636719,2.1913158893585205,2.1913154125213623
28,31054.9765625,264.683349609375,2.616699457168579,2.616699695587158
29,29301.12109375,341.3922119140625,2.297633171081543,2.297633171081543
30,27823.169921875,380.41583251953125,2.2538769245147705,2.2538769245147705
31,31785.634765625,591.3633422851562,2.552711009979248,2.5527114868164062
32,25703.03515625,404.199462890625,2.52911376953125,2.52911376953125
33,35054.3359375,429.5517883300781,2.5537610054016113,2.5537612438201904
34,30060.521484375,352.0953369140625,2.3552138805389404,2.3552136421203613
35,36058.4140625,382.37994384765625,2.5835349559783936,2.5835349559783936
36,31844.111328125,322.74688720703125,2.5725626945495605,2.5725626945495605
37,28291.8515625,387.2446594238281,2.756141424179077,2.756140947341919
38,30921.1953125,503.1379089355469,2.116753339767456,2.116753101348877
39,32248.236328125,453.8400573730469,2.5783421993255615,2.5783421993255615
40,29530.732421875,333.4812927246094,2.382148504257202,2.3821492195129395
41,29707.8125,395.9761657714844,2.5719757080078125,2.5719759464263916
42,31414.248046875,438.5069274902344,2.4576518535614014,2.4576518535614014
43,34239.3046875,364.6147155761719,2.454765796661377,2.454765558242798
44,35177.31640625,263.14959716796875,2.7089767456054688,2.7089767456054688
45,29775.173828125,274.6123352050781,2.711653470993042,2.711653470993042
46,23254.900390625,553.9081420898438,2.7020766735076904,2.7020769119262695
47,35677.890625,282.5284729003906,2.6056861877441406,2.6056859493255615
48,31622.798828125,496.5320129394531,2.4823856353759766,2.4823858737945557
49,32576.49609375,276.4126281738281,2.7421135902404785,2.7421135902404785
50,28182.41015625,402.8835144042969,2.467479705810547,2.467479944229126
51,30663.17578125,396.0813293457031,2.4068827629089355,2.4068830013275146
52,34309.859375,342.15753173828125,2.8267366886138916,2.8267369270324707
53,30303.35546875,403.9045104980469,2.6991209983825684,2.6991212368011475
54,26404.736328125,346.4895935058594,2.699549436569214,2.6995487213134766
55,31783.986328125,386.3512268066406,2.9348957538604736,2.9348955154418945
56,40157.26953125,318.8380432128906,2.9519999027252197,2.9519999027252197
57,26817.15234375,388.8304443359375,2.4859201908111572,2.4859201908111572
58,28130.37890625,235.23272705078125,2.169959306716919,2.169959545135498
59,26543.9609375,357.54351806640625,2.8728535175323486,2.8728537559509277
60,34815.7890625,296.46697998046875,3.040708065032959,3.040708065032959
61,33564.25390625,278.0457458496094,2.5468852519989014,2.5468850135803223
62,32483.607421875,261.7068176269531,2.764521360397339,2.7645211219787598
63,38042.49609375,972.30419921875,2.7785754203796387,2.7785754203796387
64,32759.064453125,321.6490783691406,2.614588737487793,2.614588975906372
65,35766.7421875,274.2052307128906,2.411548614501953,2.411548614501953
66,38865.68359375,254.97381591796875,2.5597012042999268,2.559701442718506
67,30554.580078125,349.35369873046875,2.8950023651123047,2.8950016498565674
68,30086.185546875,481.341064453125,2.9999606609344482,2.9999606609344482
69,39721.2265625,222.9813995361328,2.8365652561187744,2.8365657329559326
70,29912.677734375,319.00372314453125,2.879462480545044,2.879462480545044
71,31369.576171875,287.0606994628906,2.8534748554229736,2.853475332260132
72,39456.24609375,243.2853240966797,3.0128531455993652,3.0128531455993652
73,37347.5078125,211.43284606933594,2.282405138015747,2.282405376434326
74,36132.0234375,350.12689208984375,3.129331350326538,3.1293318271636963
75,33794.265625,241.99014282226562,3.076603651046753,3.076603651046753
76,28624.931640625,349.91766357421875,2.6962876319885254,2.6962883472442627
77,35939.30859375,287.83453369140625,2.8185629844665527,2.818563222885132
78,39267.73046875,249.57215881347656,2.9747414588928223,2.9747414588928223
79,39691.3203125,348.67706298828125,3.04272723197937,3.04272723197937
80,31877.83984375,289.4715881347656,2.749302625656128,2.749302625656128
81,41424.84765625,199.69435119628906,2.8700144290924072,2.870014190673828
82,30766.203125,709.0422973632812,2.757981777191162,2.757981777191162
83,36153.15234375,279.1689147949219,2.9580764770507812,2.958076238632202
84,35121.08203125,220.86184692382812,3.1160244941711426,3.1160244941711426
85,32692.81640625,379.4110107421875,2.457603931427002,2.4576046466827393
86,44317.94140625,222.72222900390625,2.793665647506714,2.7936651706695557
87,31527.73046875,257.512939453125,3.177973985671997,3.1779744625091553
88,31951.568359375,256.3758850097656,2.842423677444458,2.842423677444458
89,36678.6640625,343.86114501953125,3.265742063522339,3.265742540359497
90,30325.78515625,321.2040710449219,3.0077452659606934,3.0077452659606934
91,39704.2265625,229.80271911621094,3.2496116161346436,3.249612331390381
92,33502.2421875,342.1142272949219,2.6114256381988525,2.6114256381988525
93,40865.85546875,213.45278930664062,3.293983221054077,3.2939839363098145
94,35277.5078125,350.5502624511719,3.374260663986206,3.3742611408233643
95,34613.43359375,218.21112060546875,3.2027950286865234,3.2027947902679443
96,30149.978515625,298.16510009765625,3.247772455215454,3.247771978378296
97,35240.1015625,263.79193115234375,3.2215864658355713,3.221585988998413
98,32391.041015625,298.1757507324219,2.815243721008301,2.815244197845459
99,33355.5078125,232.86029052734375,3.118840217590332,3.1188409328460693
